objid,ra,dec
SSTSL2 J171742.67-382006.9,259.427792,-38.335274
SSTSL2 J125903.49-622452.9,194.764552,-62.414705
SSTSL2 J120558.30-614036.1,181.492924,-61.676707
SSTSL2 J191042.86+104641.4,287.678621,10.778187
SSTSL2 J174334.55-260242.7,265.893963,-26.045215
SSTSL2 J192733.18+182924.4,291.888265,18.490135
SSTSL2 J175430.00-223341.8,268.625014,-22.561634
SSTSL2 J061130.54+200036.1,92.877279,20.010046
SSTSL2 J112644.28+590920.0,171.684503,59.155556
SSTSL2 J184240.02-063110.3,280.666771,-6.519545
SSTSL2 J104950.54+590627.6,162.460584,59.107671
SSTSL2 J180158.77-280714.3,270.4949,-28.120645
SSTSL2 J194026.81+241659.7,295.11171,24.283267
SSTSL2 J210327.38+764928.2,315.864115,76.824509
SSTSL2 J024942.24+603434.3,42.426016,60.576204
SSTSL2 J175609.09-280440.7,269.037902,-28.077974
SSTSL2 J175605.69-293410.4,269.023734,-29.569574
SSTSL2 J225741.58+602841.5,344.423259,60.478208
SSTSL2 J175534.65-305411.3,268.894409,-30.903143
SSTSL2 J151912.94-570503.6,229.803922,-57.084342
SSTSL2 J042345.39+263613.9,65.939126,26.603884
SSTSL2 J172828.06-322612.0,262.116926,-32.436672
SSTSL2 J195303.56+261205.3,298.26487,26.201498
SSTSL2 J193906.92+205356.2,294.778859,20.898963
SSTSL2 J174933.36-215709.8,267.389032,-21.952725
SSTSL2 J202223.53+390352.5,305.598066,39.064602
SSTSL2 J205554.44+434925.8,313.976844,43.823853
SSTSL2 J191449.09+125549.7,288.704577,12.930483
SSTSL2 J193230.98+191229.7,293.129113,19.208258
SSTSL2 J194418.48+241926.8,296.077021,24.324131
SSTSL2 J180718.40-244852.9,271.826704,-24.814705
SSTSL2 J180050.77-291339.9,270.211546,-29.227769
SSTSL2 J170356.70-394903.2,255.986288,-39.817564
SSTSL2 J175845.45-290358.0,269.689385,-29.066136
SSTSL2 J180637.67-264732.8,271.656965,-26.792449
SSTSL2 J203832.14+511753.4,309.633931,51.298179
SSTSL2 J202808.91+394236.4,307.037131,39.710124
SSTSL2 J194208.32+240801.0,295.534677,24.133634
SSTSL2 J174350.62-250929.9,265.960926,-25.15831
SSTSL2 J161233.52-381735.4,243.139671,-38.29319
SSTSL2 J172413.54-365750.7,261.056451,-36.964104
SSTSL2 J193332.82+192330.2,293.386756,19.391728
SSTSL2 J160744.48-390549.2,241.935342,-39.097025
SSTSL2 J230049.45+611929.0,345.206057,61.324735
SSTSL2 J180246.67-280332.4,270.694493,-28.05902
SSTSL2 J174627.17-333255.7,266.613229,-33.548809
SSTSL2 J180330.26-274212.7,270.876096,-27.703531
SSTSL2 J174334.43-250344.8,265.893472,-25.062447
SSTSL2 J205416.07+432630.1,313.566989,43.441699
SSTSL2 J061156.02+204137.3,92.983452,20.693697
SSTSL2 J133038.64-625836.2,202.66102,-62.976731
SSTSL2 J173901.16-294846.6,264.75484,-29.812946
SSTSL2 J222200.00+583809.7,335.50001,58.636034
SSTSL2 J174303.90-335142.3,265.76628,-33.861759
SSTSL2 J025400.05+603753.0,43.50021,60.631392
SSTSL2 J194201.31+225609.9,295.50549,22.9361
SSTSL2 J222103.63+635535.6,335.265136,63.926579
SSTSL2 J142853.06-605903.8,217.221088,-60.984389
SSTSL2 J175758.20-290502.5,269.492501,-29.08404
SSTSL2 J193722.90+205017.6,294.345443,20.838226
SSTSL2 J175824.10-301409.9,269.600442,-30.236093
SSTSL2 J191243.51+113926.2,288.181296,11.657296
SSTSL2 J162756.77+424725.8,246.98656,42.790512
SSTSL2 J225427.21+594531.2,343.61341,59.758675
SSTSL2 J174743.55-324658.1,266.931461,-32.782817
SSTSL2 J182902.23+011830.9,277.259333,1.308602
SSTSL2 J180048.09-280722.3,270.200403,-28.122873
SSTSL2 J180712.16-263539.0,271.800707,-26.594189
SSTSL2 J222219.16+633705.3,335.579859,63.618148
SSTSL2 J191328.37+120927.1,288.368247,12.157536
SSTSL2 J063136.57+050515.3,97.90241,5.087605
SSTSL2 J175942.02-283755.3,269.925101,-28.632032
SSTSL2 J195152.94+252617.5,297.970599,25.438204
SSTSL2 J053558.34-061931.9,83.993097,-6.325551
SSTSL2 J022941.28+725932.4,37.422028,72.992339
SSTSL2 J104736.49-635119.0,161.902053,-63.855278
SSTSL2 J125401.32-620238.8,193.505509,-62.044137
SSTSL2 J173801.47-332656.6,264.506163,-33.44906
SSTSL2 J023257.99+603650.7,38.241666,60.614097
SSTSL2 J122721.65-624033.8,186.840244,-62.676059
SSTSL2 J180504.41-261209.6,271.268407,-26.20268
SSTSL2 J191244.67+083952.3,288.186132,8.664546
SSTSL2 J175012.65-280157.7,267.55274,-28.032716
SSTSL2 J190924.57+095657.8,287.352386,9.949396
SSTSL2 J174926.03-232748.8,267.358493,-23.463569
SSTSL2 J174833.98-222636.7,267.141619,-22.443548
SSTSL2 J180602.67-215948.3,271.511165,-21.996772
SSTSL2 J174046.28-332054.0,265.19285,-33.34835
SSTSL2 J153102.35-553108.1,232.759798,-55.518942
SSTSL2 J173830.17-310044.2,264.625716,-31.012281
SSTSL2 J145304.19-582724.6,223.267481,-58.456838
SSTSL2 J175141.58-315608.3,267.923258,-31.935648
SSTSL2 J180632.55-270312.4,271.63566,-27.053466
SSTSL2 J191517.69+132558.6,288.823721,13.432965
SSTSL2 J222826.03+602918.4,337.108478,60.488467
SSTSL2 J125601.98-624951.7,194.008252,-62.831045
SSTSL2 J175643.85-191933.0,269.182729,-19.325838
SSTSL2 J004851.64-741001.3,12.215182,-74.167046
SSTSL2 J173929.65-284408.6,264.873556,-28.735729
SSTSL2 J204211.78+393949.0,310.549087,39.663622
SSTSL2 J175905.23-295646.5,269.771804,-29.946262
SSTSL2 J195204.03+250915.3,298.016812,25.154259
SSTSL2 J173805.49-300926.7,264.522883,-30.15743
SSTSL2 J174527.86-330616.6,266.36609,-33.104613
SSTSL2 J194827.45+255432.2,297.114403,25.908956
SSTSL2 J222413.68+631227.7,336.057027,63.207696
SSTSL2 J132307.92-632028.1,200.783029,-63.341161
SSTSL2 J174728.39-242814.7,266.868303,-24.470758
SSTSL2 J032823.93+583248.3,52.099721,58.54676
SSTSL2 J104547.41+580717.2,161.447554,58.121461
SSTSL2 J044931.84-691551.7,72.38268,-69.26437
SSTSL2 J175504.71-221927.4,268.769632,-22.324278
SSTSL2 J174711.22-231348.1,266.796754,-23.230039
SSTSL2 J175333.89-224847.3,268.391227,-22.813164
SSTSL2 J175753.93-302531.6,269.47471,-30.425462
SSTSL2 J054246.43-095402.2,85.693464,-9.900631
SSTSL2 J044144.47+254421.7,70.435323,25.739389
SSTSL2 J174205.08-340736.8,265.521204,-34.126906
SSTSL2 J174254.33-335756.6,265.726379,-33.965738
SSTSL2 J061216.91-063504.9,93.070468,-6.584704
SSTSL2 J174549.90-241051.7,266.457954,-24.181051
SSTSL2 J120724.48-393047.9,181.852033,-39.513324
SSTSL2 J142627.79-600843.2,216.615801,-60.145355
SSTSL2 J175227.92-284219.0,268.116336,-28.705304
SSTSL2 J194150.55+241244.2,295.460662,24.212297
SSTSL2 J110314.94-600644.5,165.81228,-60.112374
SSTSL2 J191931.48+121843.7,289.88118,12.312154
SSTSL2 J205701.97+435851.7,314.258235,43.981052
SSTSL2 J180142.47-280631.9,270.426975,-28.108873
SSTSL2 J170134.65-420701.5,255.394407,-42.117091
SSTSL2 J175616.95-303050.5,269.070644,-30.514036
SSTSL2 J170714.00-390712.4,256.808361,-39.120117
SSTSL2 J133116.85-633023.0,202.820218,-63.506415
SSTSL2 J171349.82-220118.3,258.457602,-22.021751
SSTSL2 J193658.79+221148.1,294.24499,22.196718
SSTSL2 J123004.95-710955.9,187.520651,-71.165542
SSTSL2 J175222.36-284206.5,268.093189,-28.701821
SSTSL2 J194542.73+225700.7,296.428075,22.950211
SSTSL2 J185209.99-015051.3,283.041639,-1.847596
SSTSL2 J175550.93-293003.7,268.962247,-29.501048
SSTSL2 J173054.72-310000.1,262.728034,-31.000049
SSTSL2 J221227.52+572020.1,333.114668,57.338928
SSTSL2 J194815.63+263022.6,297.065142,26.506304
SSTSL2 J175317.29-313340.8,268.322048,-31.561334
SSTSL2 J021827.80+571500.0,34.61584,57.250023
SSTSL2 J192955.37+190708.2,292.480715,19.118958
SSTSL2 J175225.40-302522.5,268.105864,-30.42292
SSTSL2 J160602.80+534337.3,241.511693,53.727036
SSTSL2 J193201.59+195003.3,293.006636,19.834275
SSTSL2 J105941.57-592243.1,164.92321,-59.378663
SSTSL2 J152615.89-572902.5,231.566243,-57.484031
SSTSL2 J175655.53-275138.3,269.231414,-27.860665
SSTSL2 J222041.41+593703.4,335.172566,59.617625
SSTSL2 J194746.22+270747.4,296.94261,27.129834
SSTSL2 J022539.43+610905.2,36.414328,61.15147
SSTSL2 J200755.46+272952.4,301.981123,27.497904
SSTSL2 J054042.26+235026.1,85.1761,23.840589
SSTSL2 J221641.73+591155.7,334.173885,59.198826
SSTSL2 J194538.88+260712.8,296.412024,26.120231
SSTSL2 J172450.17+592419.2,261.209081,59.40535
SSTSL2 J180553.52-223309.2,271.473037,-22.552578
SSTSL2 J222345.64+602116.3,335.940202,60.354551
SSTSL2 J213834.66+574127.8,324.644455,57.691074
SSTSL2 J175825.95-272843.2,269.608165,-27.478674
SSTSL2 J172706.74-315543.9,261.778088,-31.928873
SSTSL2 J160726.77-390703.9,241.861545,-39.117766
SSTSL2 J173344.05-283939.9,263.433571,-28.661085
SSTSL2 J190956.42+095923.7,287.485087,9.989919
SSTSL2 J170056.62-420010.2,255.235939,-42.00284
SSTSL2 J103725.60+573012.7,159.356675,57.503555
SSTSL2 J175857.53-300221.4,269.739739,-30.03928
SSTSL2 J174706.94-332533.0,266.778918,-33.425846
SSTSL2 J163404.98-465909.9,248.520759,-46.986091
SSTSL2 J175852.71-283341.0,269.719631,-28.561416
SSTSL2 J172804.76-310512.0,262.019873,-31.086692
SSTSL2 J170030.72-410151.4,255.128035,-41.030957
SSTSL2 J142250.13-611619.6,215.708899,-61.272122
SSTSL2 J174204.66-335628.5,265.519437,-33.941254
SSTSL2 J125319.94-620448.6,193.33309,-62.080184
SSTSL2 J191816.87+103901.8,289.570306,10.650518
SSTSL2 J223652.22+584312.3,339.217597,58.720092
SSTSL2 J221915.83+590610.5,334.815988,59.10292
SSTSL2 J125242.89-623604.9,193.178715,-62.601379
SSTSL2 J144038.49+532841.0,220.160416,53.478061
SSTSL2 J221733.24+571120.8,334.388529,57.189122
SSTSL2 J174614.85-240736.4,266.5619,-24.126804
SSTSL2 J124904.03-632708.2,192.266821,-63.452294
SSTSL2 J110436.88-601136.8,166.153678,-60.193557
SSTSL2 J173354.01-264005.5,263.475054,-26.668196
SSTSL2 J194513.02+262109.9,296.304254,26.35277
SSTSL2 J123244.94-624610.9,188.18729,-62.769698
SSTSL2 J180252.70-280445.0,270.719609,-28.079181
SSTSL2 J191506.66+092830.1,288.77776,9.475034
SSTSL2 J194154.45+232724.3,295.476884,23.45677
SSTSL2 J174741.05-230930.8,266.921057,-23.158581
SSTSL2 J174006.35-283901.8,265.026495,-28.650515
SSTSL2 J193654.94+223333.7,294.228922,22.559371
SSTSL2 J194502.97+241726.5,296.262382,24.29071
SSTSL2 J010134.63-733705.2,15.394324,-73.618123
SSTSL2 J230548.76+623251.1,346.45317,62.547533
SSTSL2 J174906.81-263132.5,267.278406,-26.525713
SSTSL2 J174606.55-320108.4,266.527311,-32.019014
SSTSL2 J152822.05-573416.1,232.091892,-57.571164
SSTSL2 J174644.09-320937.9,266.683746,-32.16055
SSTSL2 J174706.42-235813.5,266.776755,-23.970427
SSTSL2 J174935.18-253809.4,267.396608,-25.635962
SSTSL2 J175925.10-285612.3,269.854597,-28.936773
SSTSL2 J192853.93+191628.8,292.224731,19.274676
SSTSL2 J173425.38-330811.5,263.605762,-33.136533
SSTSL2 J175926.61-284752.9,269.860886,-28.798048
SSTSL2 J053920.39+231504.2,84.834971,23.251189
SSTSL2 J081834.32-361219.3,124.643026,-36.20537
SSTSL2 J175402.60-315457.7,268.510863,-31.916043
SSTSL2 J180418.56-273547.3,271.077355,-27.596478
SSTSL2 J171648.12-382749.0,259.200521,-38.463617
SSTSL2 J173829.80-331959.2,264.624201,-33.333129
SSTSL2 J172748.65-325524.3,261.952747,-32.923436
SSTSL2 J173703.29-280242.9,264.263712,-28.045257
SSTSL2 J173238.86-281004.4,263.161921,-28.167902
SSTSL2 J175849.94-300123.8,269.708121,-30.023293
SSTSL2 J205109.50+443329.5,312.789607,44.558216
SSTSL2 J174354.66-341556.0,265.977774,-34.265562
SSTSL2 J230555.22+623815.9,346.480111,62.637763
SSTSL2 J005057.70-720256.5,12.740447,-72.049054
SSTSL2 J203345.32+402236.1,308.438865,40.37671
SSTSL2 J180913.00-253521.9,272.304195,-25.589438
SSTSL2 J194913.33+240253.8,297.305566,24.048288
SSTSL2 J180448.00-270302.5,271.200021,-27.050721
SSTSL2 J150222.33-580010.2,225.593069,-58.002853
SSTSL2 J173050.28-292005.7,262.70954,-29.334928
SSTSL2 J083617.35-432717.5,129.072297,-43.454877
SSTSL2 J193711.27+073350.5,294.296967,7.564055
SSTSL2 J123218.30-620433.1,188.076267,-62.075877
SSTSL2 J174908.45-235117.1,267.285222,-23.854752
SSTSL2 J182947.22-014830.2,277.446753,-1.808402
SSTSL2 J194627.05+232338.9,296.612715,23.394141
SSTSL2 J222028.01+595337.4,335.116712,59.893724
SSTSL2 J194234.46+240824.5,295.643625,24.140141
SSTSL2 J171547.32-210135.7,258.947188,-21.02661
SSTSL2 J180132.50-274227.1,270.385458,-27.707547
SSTSL2 J023453.91+724646.3,38.724654,72.779543
SSTSL2 J222529.94+603934.9,336.374791,60.659717
SSTSL2 J083729.76-432723.1,129.374027,-43.456425
SSTSL2 J175926.28-274340.6,269.859537,-27.727953
SSTSL2 J173634.92-313444.4,264.145532,-31.579006
SSTSL2 J174343.02-263843.4,265.929271,-26.645404
SSTSL2 J174535.75-245216.8,266.398983,-24.87134
SSTSL2 J194417.39+241755.3,296.072486,24.298716
SSTSL2 J175742.66-272136.5,269.427769,-27.360145
SSTSL2 J175221.29-210324.3,268.088749,-21.056763
SSTSL2 J053537.72-064617.2,83.907189,-6.771459
SSTSL2 J194737.37+264828.5,296.905748,26.807919
SSTSL2 J222641.81+590601.8,336.674242,59.100522
SSTSL2 J194759.00+241719.8,296.995846,24.288846
SSTSL2 J174452.54-342613.8,266.218947,-34.437173
SSTSL2 J181002.15-234453.4,272.508995,-23.748193
SSTSL2 J032642.50+584821.2,51.677123,58.805901
SSTSL2 J033252.21-274039.8,53.21755,-27.677747
SSTSL2 J173820.87-264704.9,264.586965,-26.784709
SSTSL2 J160230.56-420153.3,240.627365,-42.031481
SSTSL2 J180416.50-275413.8,271.068764,-27.903858
SSTSL2 J191418.28+125023.1,288.576179,12.839759
SSTSL2 J194624.80+234639.4,296.603345,23.777625
SSTSL2 J203312.74+411132.8,308.303102,41.192463
SSTSL2 J173409.14-301610.5,263.538084,-30.269603
SSTSL2 J175754.05-300956.0,269.475242,-30.165575
SSTSL2 J173710.40-264831.0,264.293366,-26.808635
SSTSL2 J103251.20+542519.1,158.213372,54.421976
SSTSL2 J061429.61-062232.2,93.623412,-6.375618
SSTSL2 J175840.36-273134.0,269.668203,-27.526127
SSTSL2 J115707.20-620232.8,179.280035,-62.042458
SSTSL2 J042758.26+363326.4,66.992764,36.557361
SSTSL2 J124751.40-632006.1,191.964168,-63.335031
SSTSL2 J175326.85-225950.5,268.36189,-22.997376
SSTSL2 J165156.06+351004.5,252.98362,35.167943
SSTSL2 J230338.63+622159.2,345.910999,62.366452
SSTSL2 J175315.09-305236.6,268.312893,-30.876848
SSTSL2 J123659.85-623048.6,189.249409,-62.513501
SSTSL2 J143537.26-610209.2,218.905255,-61.0359
SSTSL2 J193844.23+220229.5,294.684326,22.041553
SSTSL2 J175909.35-283625.4,269.788985,-28.607059
SSTSL2 J221627.97+590242.1,334.116565,59.045047
SSTSL2 J061012.63-060048.5,92.552636,-6.013479
SSTSL2 J193739.49+205044.5,294.414548,20.845714
SSTSL2 J224632.53+621002.8,341.635554,62.167459
SSTSL2 J174808.39-331223.0,267.034992,-33.206399
SSTSL2 J180321.01-281604.0,270.837549,-28.267782
SSTSL2 J174723.98-230048.3,266.849953,-23.01342
SSTSL2 J203110.97+425838.5,307.795727,42.977382
SSTSL2 J003521.39-732658.7,8.839155,-73.449643
SSTSL2 J175826.33-301721.0,269.60971,-30.289179
SSTSL2 J191116.01+110315.0,287.816721,11.054173
SSTSL2 J174943.22-250425.2,267.430111,-25.073681
SSTSL2 J115330.44-624415.6,178.376869,-62.737672
SSTSL2 J211212.25+473038.1,318.051074,47.510592
SSTSL2 J174922.60-232639.5,267.344193,-23.444329
SSTSL2 J180315.06-280057.7,270.812752,-28.016036
SSTSL2 J025958.96+602147.3,44.995702,60.363165
SSTSL2 J175251.38-302050.6,268.214085,-30.34739
SSTSL2 J173007.25-303804.4,262.530242,-30.634578
SSTSL2 J022157.35+610658.8,35.488987,61.116346
SSTSL2 J022833.15+730518.0,37.138131,73.088336
SSTSL2 J174654.67-242249.4,266.727825,-24.380413
SSTSL2 J193534.59+191115.7,293.894134,19.187713
SSTSL2 J220719.29+570601.4,331.830378,57.100392
SSTSL2 J205631.50+434446.6,314.131256,43.746298
SSTSL2 J182838.73-014943.2,277.161389,-1.82867
SSTSL2 J180507.44-293223.8,271.281024,-29.539969
SSTSL2 J152840.22-552519.7,232.167608,-55.422163
SSTSL2 J175614.19-293806.8,269.059161,-29.635225
SSTSL2 J180903.74-250253.8,272.265608,-25.048279
SSTSL2 J175803.72-262857.0,269.515531,-26.482524
SSTSL2 J223254.61+595408.1,338.227545,59.902257
SSTSL2 J195258.23+280439.1,298.242656,28.07755
SSTSL2 J174438.73-320247.0,266.16141,-32.046398
SSTSL2 J174119.31-280842.3,265.330473,-28.1451
SSTSL2 J175548.86-292939.8,268.953611,-29.494414
SSTSL2 J060707.03+215019.3,91.779314,21.838699
SSTSL2 J181833.16-152906.8,274.638202,-15.485231
SSTSL2 J160857.90-193810.9,242.241274,-19.636367
SSTSL2 J193403.52+201102.6,293.514691,20.184064
SSTSL2 J125527.21-620640.9,193.863392,-62.111372
SSTSL2 J165757.96-442700.7,254.491528,-44.450211
SSTSL2 J162725.83-395122.6,246.857638,-39.856286
SSTSL2 J175325.06-302920.2,268.354434,-30.488956
SSTSL2 J180534.13-254547.7,271.392214,-25.763251
SSTSL2 J065857.48-560044.3,104.739519,-56.012327
SSTSL2 J122000.79-620541.6,185.003301,-62.094896
SSTSL2 J125602.43-790843.4,194.010138,-79.145415
SSTSL2 J193804.31+212922.3,294.517959,21.489544
SSTSL2 J174450.48-232613.5,266.210354,-23.4371
SSTSL2 J191520.98+102845.9,288.837448,10.479425
SSTSL2 J010310.35-730603.0,15.793148,-73.100836
SSTSL2 J174508.43-342506.8,266.285162,-34.418556
SSTSL2 J180255.79-281016.4,270.732476,-28.171236
SSTSL2 J083927.57-530454.3,129.864904,-53.08175
SSTSL2 J180851.12-245800.9,272.213017,-24.966917
SSTSL2 J202129.89+380853.7,305.374553,38.14827
SSTSL2 J195329.66+283533.9,298.373588,28.592778
SSTSL2 J104001.91-580504.6,160.007984,-58.084632
SSTSL2 J193539.26+185200.0,293.913618,18.866671
SSTSL2 J172808.43-294052.6,262.035157,-29.681302
SSTSL2 J025450.02+604033.3,43.708443,60.675926
SSTSL2 J175600.47-293014.5,269.001983,-29.504054
SSTSL2 J180631.33-255043.6,271.630574,-25.845451
SSTSL2 J175818.11-272925.5,269.575468,-27.490419
SSTSL2 J182729.29-031816.6,276.872044,-3.304618
SSTSL2 J175505.27-305108.4,268.77196,-30.852359
SSTSL2 J063521.87+040317.8,98.841157,4.054964
SSTSL2 J050413.41-651829.0,76.055907,-65.308057
SSTSL2 J192251.28+132648.9,290.713686,13.446939
SSTSL2 J132341.64-633731.3,200.923517,-63.625367
SSTSL2 J171335.70-370236.0,258.39876,-37.043356
SSTSL2 J230338.71+612430.2,345.911328,61.408402
SSTSL2 J174308.49-250434.0,265.78538,-25.07612
SSTSL2 J174913.72-324208.1,267.307205,-32.702251
SSTSL2 J175613.04-292914.6,269.054338,-29.487395
SSTSL2 J194923.58+255626.4,297.348281,25.940692
SSTSL2 J110233.00-594653.2,165.637505,-59.781468
SSTSL2 J174041.63-265217.9,265.173471,-26.871657
SSTSL2 J174513.43-261122.5,266.305964,-26.189587
SSTSL2 J123619.88-702324.2,189.082853,-70.390064
SSTSL2 J021851.61-751041.0,34.715051,-75.178059
SSTSL2 J173537.42-342513.3,263.905955,-34.420367
SSTSL2 J175615.37-310440.6,269.064053,-31.077951
SSTSL2 J180913.18-205253.8,272.304937,-20.881622
SSTSL2 J192046.83+233228.5,290.195128,23.541277
SSTSL2 J173747.20-280550.4,264.446697,-28.097347
SSTSL2 J060550.21-060425.3,91.459242,-6.073715
SSTSL2 J222144.08+633814.6,335.433667,63.637405
SSTSL2 J220609.13+574322.4,331.538082,57.722897
SSTSL2 J122101.61-644430.1,185.256725,-64.74171
SSTSL2 J195144.48+250233.4,297.935364,25.042626
SSTSL2 J204034.10+430153.1,310.142117,43.031438
SSTSL2 J132340.03-624323.7,200.916823,-62.723271
SSTSL2 J175858.16-285637.5,269.742373,-28.943767
SSTSL2 J180107.02-290938.3,270.279275,-29.160639
SSTSL2 J182813.73-020832.9,277.057242,-2.142484
SSTSL2 J150357.45-581420.5,225.989401,-58.239052
SSTSL2 J095909.05+025133.6,149.787711,2.859356
SSTSL2 J195205.45+253004.3,298.022746,25.501197
SSTSL2 J165645.03-420414.1,254.187656,-42.070601
SSTSL2 J174300.41-261821.6,265.751717,-26.306027
SSTSL2 J174838.56-323626.6,267.160672,-32.607412
SSTSL2 J175553.73-293044.6,268.973901,-29.512395
SSTSL2 J175446.54-210110.1,268.693923,-21.019492
SSTSL2 J191234.00+114900.5,288.141704,11.816809
SSTSL2 J153929.14-553202.6,234.871419,-55.534063
SSTSL2 J175404.54-303142.8,268.518942,-30.528579
SSTSL2 J043223.95-683424.4,68.099812,-68.573461
SSTSL2 J162132.92-365756.9,245.387205,-36.965808
SSTSL2 J202103.41+410435.2,305.264232,41.076463
SSTSL2 J174619.43+055016.6,266.580975,5.837949
SSTSL2 J190454.29+082423.6,286.22621,8.406581
SSTSL2 J173707.85-325835.7,264.282747,-32.976593
SSTSL2 J220641.11+585028.4,331.67131,58.841231
SSTSL2 J173802.77-273827.0,264.511556,-27.640843
SSTSL2 J194321.70+220135.8,295.840441,22.026628
SSTSL2 J114746.40-625315.7,176.943339,-62.887704
SSTSL2 J174904.29-221602.4,267.267889,-22.267339
SSTSL2 J222410.51+631728.2,336.043811,63.291179
SSTSL2 J180011.52-273012.1,270.048007,-27.503372
SSTSL2 J180541.57-044408.7,271.423225,-4.73576
SSTSL2 J231110.02+623052.2,347.791753,62.514505
SSTSL2 J174450.64-340213.1,266.211015,-34.036982
SSTSL2 J193422.57+211925.9,293.594064,21.323877
SSTSL2 J175309.12-301814.0,268.288027,-30.303901
SSTSL2 J221725.60+575909.8,334.356683,57.98608
SSTSL2 J192029.75+151558.9,290.123993,15.266386
SSTSL2 J174426.09-241715.5,266.108741,-24.287644
SSTSL2 J180548.35-191928.7,271.451493,-19.324641
SSTSL2 J032638.62+585124.9,51.660931,58.856934
SSTSL2 J132824.24-630541.5,202.101004,-63.094881
SSTSL2 J175611.22-280011.1,269.04676,-28.003087
SSTSL2 J171618.80+594612.1,259.078359,59.770045
SSTSL2 J064045.99+091758.1,100.191648,9.299494
SSTSL2 J175406.74-204832.4,268.528104,-20.809026
SSTSL2 J174152.09-303824.0,265.467076,-30.640011
SSTSL2 J194601.73+242819.8,296.507228,24.472176
SSTSL2 J180608.08-253841.7,271.533683,-25.644943
SSTSL2 J174953.26-235805.6,267.471938,-23.968239
SSTSL2 J122642.06-712735.9,186.67527,-71.459974
SSTSL2 J081759.10-400713.4,124.496254,-40.120405
SSTSL2 J172915.32-302755.3,262.313867,-30.465382
SSTSL2 J173047.63-322807.4,262.698466,-32.468743
SSTSL2 J030412.24+591323.0,46.051027,59.223066
SSTSL2 J195520.53+280746.3,298.835582,28.129536
SSTSL2 J130145.72-633755.8,195.440508,-63.632176
SSTSL2 J150829.07-571914.7,227.121151,-57.320771
SSTSL2 J224911.08+624320.3,342.296192,62.722323
SSTSL2 J175926.56-295747.5,269.860681,-29.963207
SSTSL2 J175131.17-315508.5,267.87989,-31.91904
SSTSL2 J175808.73-285618.6,269.536396,-28.938507
SSTSL2 J205011.65+441208.2,312.548563,44.202305
SSTSL2 J194137.85+240453.0,295.40775,24.081402
SSTSL2 J214534.92+474538.2,326.395509,47.760621
SSTSL2 J174408.26-341219.0,266.034418,-34.205292
SSTSL2 J173600.50-314836.8,264.002102,-31.81024
SSTSL2 J175859.62-301229.5,269.748423,-30.208202
SSTSL2 J175733.48-282934.1,269.389527,-28.492825
SSTSL2 J175759.72-301517.9,269.498856,-30.254978
SSTSL2 J120311.86-615038.6,180.799417,-61.844077
SSTSL2 J030102.69+521942.2,45.261246,52.328408
SSTSL2 J063147.79+045224.0,97.949138,4.873334
SSTSL2 J004809.70-732412.7,12.040436,-73.403533
SSTSL2 J122844.42-712444.4,187.185106,-71.412339
SSTSL2 J174606.32-333318.9,266.526356,-33.555266
SSTSL2 J174410.91-343536.6,266.045499,-34.593527
SSTSL2 J063431.88+035419.3,98.632852,3.905366
SSTSL2 J194104.99+210322.7,295.270808,21.056323
SSTSL2 J184204.55-022831.4,280.51898,-2.475415
SSTSL2 J152805.98-571614.0,232.024936,-57.270559
SSTSL2 J145152.89-584452.1,222.970388,-58.747819
SSTSL2 J180355.97-271014.8,270.983247,-27.170803
SSTSL2 J025440.84+604050.7,43.670171,60.680777
SSTSL2 J180721.38-264636.4,271.839088,-26.776794
SSTSL2 J174821.17-230432.1,267.088245,-23.075601
SSTSL2 J174330.89-332232.7,265.878715,-33.375759
SSTSL2 J174718.50-230615.6,266.8271,-23.104354
SSTSL2 J124813.42-621136.2,192.055947,-62.193396
SSTSL2 J173101.16-291946.7,262.75486,-29.329653
SSTSL2 J020558.01+644951.0,31.491721,64.830836
SSTSL2 J184054.63-071936.6,280.227647,-7.326842
SSTSL2 J153515.41-554214.9,233.814239,-55.704151
SSTSL2 J174500.13-334759.3,266.250581,-33.799819
SSTSL2 J122800.57-624307.0,187.002403,-62.718633
SSTSL2 J153534.13-560148.0,233.892224,-56.030019
SSTSL2 J170541.59-362559.2,256.423316,-36.433127
SSTSL2 J202737.32+383908.6,306.905511,38.652394
SSTSL2 J182747.82-012917.6,276.949275,-1.488236
SSTSL2 J180518.16-270616.7,271.325704,-27.104661
SSTSL2 J173155.82-304425.5,262.9826,-30.740434
SSTSL2 J202644.53+385048.7,306.685556,38.846864
SSTSL2 J194557.02+223942.8,296.48762,22.661903
SSTSL2 J180644.46-265606.2,271.685259,-26.935061
SSTSL2 J174103.21-255025.0,265.263404,-25.840293
SSTSL2 J171612.55+592530.6,259.052328,59.425184
SSTSL2 J191451.37+091506.7,288.714056,9.251867
SSTSL2 J174848.21-331835.7,267.200891,-33.309933
SSTSL2 J174511.90-343404.2,266.299589,-34.567861
SSTSL2 J180033.55-282734.1,270.139799,-28.459478
SSTSL2 J173146.46-313804.1,262.943585,-31.634479
SSTSL2 J231907.54+623140.6,349.781418,62.527964
SSTSL2 J181955.09-130709.0,274.979551,-13.119182
SSTSL2 J203248.90+411519.7,308.203775,41.255481
SSTSL2 J141102.04-652411.1,212.758534,-65.403093
SSTSL2 J174634.22-334548.4,266.642589,-33.763458
SSTSL2 J061131.47-060647.1,92.881163,-6.113101
